dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression,score,rank_within_dataset_label_gene
Tabula Sapiens,broad_cell_class,myeloid leukocyte,myeloid leukocyte,ADORA2A,128294,0.18473194381654637,0.0009256000048480928,0.0001709088036937535,9
Tabula Sapiens,broad_cell_class,endothelial cell,endothelial cell,ADORA2A,63106,0.1552942667892118,0.0005188813083805144,8.055839402011216e-05,10
Tabula Sapiens,broad_cell_class,meso-epithelial cell,meso-epithelial cell,ADORA2A,1558,0.19255455712451863,0.0003513030824251473,6.763313028473091e-05,11
Tabula Sapiens,broad_cell_class,intestinal epithelial cell,intestinal epithelial cell,ADORA2A,34178,0.11410849084206214,0.0003728373267222196,4.2535975674775013e-05,12
Tabula Sapiens,broad_cell_class,contractile cell,contractile cell,ADORA2A,56202,0.11565424717981568,0.0003547025553416461,4.101558327464811e-05,13
Tabula Sapiens,broad_cell_class,male germ cell,male germ cell,ADORA2A,7259,0.11020801763328282,0.00024356800713576376,2.6839878690113982e-05,14
Tabula Sapiens,broad_cell_class,neuron,neuron,ADORA2A,1685,0.05934718100890207,0.00017089951143134385,1.0141537672013484e-05,15
Tabula Sapiens,broad_cell_class,cardiac endothelial cell,cardiac endothelial cell,ADORA2A,10092,0.04954419342053111,0.00019659311510622501,9.739090032307645e-06,16
Tabula Sapiens,broad_cell_class,epithelial cell of lung,epithelial cell of lung,ADORA2A,14710,0.07477906186267845,0.00011779121268773451,8.807797650056107e-06,17
Tabula Sapiens,broad_cell_class,conjunctival epithelial cell,conjunctival epithelial cell,ADORA2A,11087,0.036078289889059256,0.00024028209736570716,8.667925831910692e-06,18
Tabula Sapiens,broad_cell_class,stem cell,stem cell,ADORA2A,43527,0.04824591632779654,0.00015826252638362348,7.634916461080797e-06,19
Tabula Sapiens,broad_cell_class,ciliated epithelial cell,ciliated epithelial cell,ADORA2A,2242,0.04460303300624443,0.00013503758236765862,6.022679108566449e-06,20
Tabula Sapiens,broad_cell_class,erythroid lineage cell,erythroid lineage cell,ADORA2A,14613,0.03421610894409088,0.00014965340960770845,5.1201742507801e-06,21
Tabula Sapiens,broad_cell_class,stromal cell,stromal cell,ADORA2A,39919,0.05010145544728074,8.960441482486203e-05,4.489110478172183e-06,22
Tabula Sapiens,broad_cell_class,fibroblast,fibroblast,ADORA2A,100791,0.030756714389181573,0.00012528359366115183,3.853070349675801e-06,23
Tabula Sapiens,broad_cell_class,glandular epithelial cell,glandular epithelial cell,ADORA2A,21942,0.027344818156959255,8.282373164547607e-05,2.264706096515898e-06,24
Tabula Sapiens,broad_cell_class,epithelial cell,epithelial cell,ADORA2A,35641,0.03086333155635364,7.038644253043458e-05,2.1722836641261964e-06,25
Tabula Sapiens,broad_cell_class,adventitial cell,adventitial cell,ADORA2A,1045,0.19138755980861244,7.934324457892217e-06,1.5185249724988348e-06,26
Tabula Sapiens,broad_cell_class,duct epithelial cell,duct epithelial cell,ADORA2A,22707,0.01761571321618884,3.4889133530668914e-05,6.1458624950906e-07,27
Tabula Sapiens,broad_cell_class,kidney epithelial cell,kidney epithelial cell,ADORA2A,9278,0.010778184953653805,2.904568100348115e-05,3.13055175531975e-07,28
Tabula Sapiens,broad_cell_class,endo-epithelial cell,endo-epithelial cell,ADORA2A,14519,0.013775053378331842,1.1416529559937771e-05,1.5726240638969862e-07,29
Tabula Sapiens,broad_cell_class,stratified epithelial cell,stratified epithelial cell,ADORA2A,12323,0.008114907084313883,6.595594186364906e-06,5.352245748218136e-08,30
Tabula Sapiens,broad_cell_class,transitional epithelial cell,transitional epithelial cell,ADORA2A,27241,0.0073418743805293485,6.855893843749072e-06,5.0334938821748756e-08,31
Tabula Sapiens,broad_cell_class,connective tissue cell,connective tissue cell,ADORA2A,152,0.0,0.0,0.0,32
Tabula Sapiens,broad_cell_class,ecto-epithelial cell,ecto-epithelial cell,ADORA2A,4560,0.0,0.0,0.0,33
Tabula Sapiens,broad_cell_class,glial cell,glial cell,ADORA2A,1834,0.0,0.0,0.0,34
Tabula Sapiens,broad_cell_class,melanocyte,melanocyte,ADORA2A,234,0.0,0.0,0.0,35
Tabula Sapiens,broad_cell_class,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA2A,67,0.0,0.0,0.0,36
Tabula Sapiens,broad_cell_class,epithelial cell,epithelial cell,ADORA2B,35641,30.04405039140316,0.20617280900478363,5.631828723324943,1
Tabula Sapiens,broad_cell_class,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA2B,67,25.37313432835821,0.24387647211551666,5.537247369474895,2
Tabula Sapiens,broad_cell_class,transitional epithelial cell,transitional epithelial cell,ADORA2B,27241,31.063470504019676,0.15450681746006012,4.46298991624155,3
Tabula Sapiens,broad_cell_class,secretory cell,secretory cell,ADORA2B,756,19.576719576719576,0.13050678372383118,2.401398145106816,4
Tabula Sapiens,broad_cell_class,conjunctival epithelial cell,conjunctival epithelial cell,ADORA2B,11087,18.868945611977992,0.11738232523202896,2.0942405015298946,5
Tabula Sapiens,broad_cell_class,epithelial cell of lung,epithelial cell of lung,ADORA2B,14710,18.082936777702244,0.06475302577018738,1.1345753800868197,6
Tabula Sapiens,broad_cell_class,ciliated epithelial cell,ciliated epithelial cell,ADORA2B,2242,14.362176628010706,0.06761441379785538,0.9396689538122353,7
Tabula Sapiens,broad_cell_class,stratified epithelial cell,stratified epithelial cell,ADORA2B,12323,14.249776840055182,0.06463028490543365,0.8924291611138094,8
Tabula Sapiens,broad_cell_class,duct epithelial cell,duct epithelial cell,ADORA2B,22707,11.55590786981988,0.06709665060043335,0.750458566972519,9
Tabula Sapiens,broad_cell_class,myeloid leukocyte,myeloid leukocyte,ADORA2B,128294,7.921648713112071,0.048443492501974106,0.37474687105167315,10
Tabula Sapiens,broad_cell_class,dendritic cell,dendritic cell,ADORA2B,670,5.820895522388059,0.036210522055625916,0.20705117352684882,11
Tabula Sapiens,broad_cell_class,hematopoietic cell,hematopoietic cell,ADORA2B,3016,5.935013262599469,0.034973546862602234,0.20402123132920635,12
Tabula Sapiens,broad_cell_class,stem cell,stem cell,ADORA2B,43527,3.570197808256944,0.01817738078534603,0.0643140693363624,13
Tabula Sapiens,broad_cell_class,ecto-epithelial cell,ecto-epithelial cell,ADORA2B,4560,3.8157894736842106,0.015009081922471523,0.05684595324435147,14
Tabula Sapiens,broad_cell_class,endo-epithelial cell,endo-epithelial cell,ADORA2B,14519,3.092499483435498,0.017470693215727806,0.053561581357916714,15
Tabula Sapiens,broad_cell_class,intestinal epithelial cell,intestinal epithelial cell,ADORA2B,34178,2.3085025454971033,0.016647133976221085,0.03811358313905934,16
Tabula Sapiens,broad_cell_class,contractile cell,contractile cell,ADORA2B,56202,2.3344364969218176,0.01513759046792984,0.03507294841533275,17
Tabula Sapiens,broad_cell_class,glandular epithelial cell,glandular epithelial cell,ADORA2B,21942,2.5567404976756904,0.010869989171624184,0.02764177930607481,18
Tabula Sapiens,broad_cell_class,glial cell,glial cell,ADORA2B,1834,2.0174482006543077,0.013348924927413464,0.02675259998405394,19
Tabula Sapiens,broad_cell_class,fibroblast,fibroblast,ADORA2B,100791,1.6668154894782274,0.008774830028414726,0.014562225114189621,20
Tabula Sapiens,broad_cell_class,male germ cell,male germ cell,ADORA2B,7259,1.6531202644992422,0.008567548356950283,0.014102860235766061,21
Tabula Sapiens,broad_cell_class,meso-epithelial cell,meso-epithelial cell,ADORA2B,1558,1.3478818998716302,0.006356751546263695,0.008541032410362926,22
Tabula Sapiens,broad_cell_class,melanocyte,melanocyte,ADORA2B,234,1.282051282051282,0.006130478344857693,0.007835594116929134,23
Tabula Sapiens,broad_cell_class,granulocyte,granulocyte,ADORA2B,78199,0.6509034642386731,0.006660935468971729,0.004321250111889942,24
Tabula Sapiens,broad_cell_class,adventitial cell,adventitial cell,ADORA2B,1045,0.6698564593301436,0.005423619877547026,0.0036232301540211455,25
Tabula Sapiens,broad_cell_class,endothelial cell,endothelial cell,ADORA2B,63106,0.5466992045130415,0.003349578008055687,0.00182815157072534,26
Tabula Sapiens,broad_cell_class,neuron,neuron,ADORA2B,1685,0.4747774480712166,0.002766530029475689,0.001311672512149189,27
Tabula Sapiens,broad_cell_class,stromal cell,stromal cell,ADORA2B,39919,0.4784688995215311,0.0027121552266180515,0.0012959253445669506,28
Tabula Sapiens,broad_cell_class,lymphocyte of b lineage,lymphocyte of b lineage,ADORA2B,141844,0.399029920194016,0.0030932819936424494,0.001232406957098794,29
Tabula Sapiens,broad_cell_class,innate lymphoid cell,innate lymphoid cell,ADORA2B,15202,0.35521641889225103,0.0030755014158785343,0.0010907920914064828,30
Tabula Sapiens,broad_cell_class,t cell,t cell,ADORA2B,208196,0.33718227055274835,0.0029537531081587076,0.0009944851698098656,31
Tabula Sapiens,broad_cell_class,cardiac endothelial cell,cardiac endothelial cell,ADORA2B,10092,0.3765358699960365,0.0026314861606806517,0.0009895475108824693,32
Tabula Sapiens,broad_cell_class,kidney epithelial cell,kidney epithelial cell,ADORA2B,9278,0.3233455486096141,0.0021541232708841562,0.0006957770447937345,33
Tabula Sapiens,broad_cell_class,erythroid lineage cell,erythroid lineage cell,ADORA2B,14613,0.41059330732909055,0.001360396621748805,0.0005581901542305025,34
Tabula Sapiens,broad_cell_class,hepatocyte,hepatocyte,ADORA2B,7414,0.22929592662530346,0.00133927958086133,0.00030688589533761244,35
Tabula Sapiens,broad_cell_class,connective tissue cell,connective tissue cell,ADORA2B,152,0.0,0.0,0.0,36
Tabula Sapiens,broad_cell_class,myeloid leukocyte,myeloid leukocyte,ADORA3,128294,15.59776762748063,0.11000430583953857,1.627843774352451,1
Tabula Sapiens,broad_cell_class,dendritic cell,dendritic cell,ADORA3,670,8.358208955223882,0.052761420607566833,0.4297509904532994,2
Tabula Sapiens,broad_cell_class,male germ cell,male germ cell,ADORA3,7259,3.251136520181843,0.01892250031232834,0.060944819134214935,3
Tabula Sapiens,broad_cell_class,granulocyte,granulocyte,ADORA3,78199,1.2596069003439943,0.01390064600855112,0.017388770133128995,4
Tabula Sapiens,broad_cell_class,hematopoietic cell,hematopoietic cell,ADORA3,3016,1.4588859416445623,0.006829299032688141,0.009929301724862196,5
Tabula Sapiens,broad_cell_class,glial cell,glial cell,ADORA3,1834,0.43620501635768816,0.006155724171549082,0.0026769269780283797,6
Tabula Sapiens,broad_cell_class,neuron,neuron,ADORA3,1685,0.4747774480712166,0.003910135943442583,0.0018528243234211463,7
Tabula Sapiens,broad_cell_class,cardiac endothelial cell,cardiac endothelial cell,ADORA3,10092,0.24772096710265556,0.002164492616429925,0.0005356107503579879,8
Tabula Sapiens,broad_cell_class,adventitial cell,adventitial cell,ADORA3,1045,0.3827751196172249,0.0013755779946222901,0.0005261752168222772,9
Tabula Sapiens,broad_cell_class,endothelial cell,endothelial cell,ADORA3,63106,0.24086457706081832,0.001572790672071278,0.0003785319622329855,10
Tabula Sapiens,broad_cell_class,t cell,t cell,ADORA3,208196,0.19692981613479604,0.001508157467469573,0.0002967774354286681,11
Tabula Sapiens,broad_cell_class,endo-epithelial cell,endo-epithelial cell,ADORA3,14519,0.1308630070941525,0.0010196255752816796,0.00013336329012897947,12
Tabula Sapiens,broad_cell_class,secretory cell,secretory cell,ADORA3,756,0.26455026455026454,0.00036098252166993916,9.548078919441861e-05,13
Tabula Sapiens,broad_cell_class,stem cell,stem cell,ADORA3,43527,0.11027638017782067,0.0006791973719373345,7.487400336774228e-05,14
Tabula Sapiens,broad_cell_class,contractile cell,contractile cell,ADORA3,56202,0.11565424717981568,0.0006365877925418317,7.360065775488936e-05,15
Tabula Sapiens,broad_cell_class,fibroblast,fibroblast,ADORA3,100791,0.09425444732168548,0.0005464362329803407,5.1489978422043615e-05,16
Tabula Sapiens,broad_cell_class,conjunctival epithelial cell,conjunctival epithelial cell,ADORA3,11087,0.07215657977811851,0.0005162168527022004,3.723883168530658e-05,17
Tabula Sapiens,broad_cell_class,lymphocyte of b lineage,lymphocyte of b lineage,ADORA3,141844,0.06697498660500269,0.0005321481730788946,3.563113708220089e-05,18
Tabula Sapiens,broad_cell_class,transitional epithelial cell,transitional epithelial cell,ADORA3,27241,0.11379905289820491,0.0003044751938432455,3.4643714882053416e-05,19
Tabula Sapiens,broad_cell_class,duct epithelial cell,duct epithelial cell,ADORA3,22707,0.07046285286475536,0.00030594729469157755,2.1554622089171504e-05,20
Tabula Sapiens,broad_cell_class,innate lymphoid cell,innate lymphoid cell,ADORA3,15202,0.0723589001447178,0.0002074147341772914,1.500674578257883e-05,21
Tabula Sapiens,broad_cell_class,meso-epithelial cell,meso-epithelial cell,ADORA3,1558,0.06418485237483953,0.00021610368276014924,1.3869084449475262e-05,22
Tabula Sapiens,broad_cell_class,ciliated epithelial cell,ciliated epithelial cell,ADORA3,2242,0.04460303300624443,0.0002454808563925326,1.0947847051612805e-05,23
Tabula Sapiens,broad_cell_class,kidney epithelial cell,kidney epithelial cell,ADORA3,9278,0.04311273981461522,0.00022581695520784706,9.73448857068123e-06,24
Tabula Sapiens,broad_cell_class,epithelial cell,epithelial cell,ADORA3,35641,0.05330939087006538,0.00016340527508873492,8.71032404286758e-06,25
Tabula Sapiens,broad_cell_class,erythroid lineage cell,erythroid lineage cell,ADORA3,14613,0.03421610894409088,0.0001862248027464375,6.371294910706103e-06,26
Tabula Sapiens,broad_cell_class,glandular epithelial cell,glandular epithelial cell,ADORA3,21942,0.04557469692826543,0.0001124309710576199,5.1237194043245714e-06,27
Tabula Sapiens,broad_cell_class,hepatocyte,hepatocyte,ADORA3,7414,0.02697599136768276,0.00012797582894563675,3.452053971886357e-06,28
Tabula Sapiens,broad_cell_class,stratified epithelial cell,stratified epithelial cell,ADORA3,12323,0.024344721252941653,0.00013034234871156514,3.172941367013554e-06,29
Tabula Sapiens,broad_cell_class,epithelial cell of lung,epithelial cell of lung,ADORA3,14710,0.027192386131883073,6.295231287367642e-05,1.7117697201899197e-06,30
Tabula Sapiens,broad_cell_class,intestinal epithelial cell,intestinal epithelial cell,ADORA3,34178,0.020481011176780386,5.154410973773338e-05,1.0556482816439894e-06,31
Tabula Sapiens,broad_cell_class,stromal cell,stromal cell,ADORA3,39919,0.017535509406548258,5.188109935261309e-05,9.097379068224998e-07,32
Tabula Sapiens,broad_cell_class,connective tissue cell,connective tissue cell,ADORA3,152,0.0,0.0,0.0,33
Tabula Sapiens,broad_cell_class,ecto-epithelial cell,ecto-epithelial cell,ADORA3,4560,0.0,0.0,0.0,34
Tabula Sapiens,broad_cell_class,melanocyte,melanocyte,ADORA3,234,0.0,0.0,0.0,35
Tabula Sapiens,broad_cell_class,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA3,67,0.0,0.0,0.0,36
Tabula Sapiens,cell_type,pancreatic ductal cell,pancreatic ductal cell,ADORA1,2721,42.92539507533995,0.24481631815433502,9.400145704764157,1
Tabula Sapiens,cell_type,peritubular myoid cell,peritubular myoid cell,ADORA1,67,14.925373134328357,0.12125319987535477,1.7081640034815948,2
Tabula Sapiens,cell_type,neuro-medullary thymic epithelial cell,neuro-medullary thymic epithelial cell,ADORA1,135,12.592592592592592,0.10333196818828583,1.2382883542849727,3
Tabula Sapiens,cell_type,retinal bipolar neuron,retinal bipolar neuron,ADORA1,61,13.114754098360656,0.0954480767250061,1.1955866499219503,4
Tabula Sapiens,cell_type,Mueller cell,mueller cell,ADORA1,506,11.857707509881422,0.08728916198015213,0.9923429779857076,5
Tabula Sapiens,cell_type,pancreatic acinar cell,pancreatic acinar cell,ADORA1,5482,12.878511492156147,0.0339888371527195,0.43045111360296157,6
Tabula Sapiens,cell_type,intrahepatic cholangiocyte,intrahepatic cholangiocyte,ADORA1,665,7.518796992481203,0.05346410721540451,0.39160814770018837,7
Tabula Sapiens,cell_type,regular atrial cardiac myocyte,regular atrial cardiac myocyte,ADORA1,5816,9.07840440165062,0.03727933019399643,0.3322810100334965,8
Tabula Sapiens,cell_type,pancreatic stellate cell,pancreatic stellate cell,ADORA1,438,7.9908675799086755,0.031406812369823456,0.24710725240401504,9
Tabula Sapiens,cell_type,ventricular cardiac muscle cell,ventricular cardiac muscle cell,ADORA1,2599,7.310504040015391,0.03403233736753464,0.244653691148148,10
Tabula Sapiens,cell_type,spermatogonium,spermatogonium,ADORA1,64,6.25,0.034317705780267715,0.210887424168621,11
Tabula Sapiens,cell_type,salivary gland cell,salivary gland cell,ADORA1,850,7.294117647058823,0.02709418162703514,0.19499825926210854,12
Tabula Sapiens,cell_type,male germ cell,male germ cell,ADORA1,116,4.310344827586207,0.03418472409248352,0.1448853884610278,13
Tabula Sapiens,cell_type,luminal epithelial cell of mammary gland,luminal epithelial cell of mammary gland,ADORA1,15432,5.1386728875064795,0.02733006700873375,0.1385554183633037,14
Tabula Sapiens,cell_type,mesothelial cell,mesothelial cell,ADORA1,350,5.714285714285714,0.018293609842658043,0.10359025632450637,15
Tabula Sapiens,cell_type,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA1,67,4.477611940298507,0.021545590832829475,0.09544820391187397,16
Tabula Sapiens,cell_type,myo-medullary thymic epithelial cell,myo-medullary thymic epithelial cell,ADORA1,77,3.896103896103896,0.01978295110166073,0.07632394135691468,17
Tabula Sapiens,cell_type,glandular secretory epithelial cell,glandular secretory epithelial cell,ADORA1,235,3.404255319148936,0.01652141660451889,0.055783567083871284,18
Tabula Sapiens,cell_type,colon macrophage,colon macrophage,ADORA1,328,3.048780487804878,0.015848003327846527,0.047938216283135576,19
Tabula Sapiens,cell_type,fast muscle cell,fast muscle cell,ADORA1,495,2.4242424242424243,0.01789471134543419,0.04299754135823416,20
Tabula Sapiens,cell_type,sebocyte,sebocyte,ADORA1,135,3.7037037037037033,0.009858372621238232,0.036333688493403,21
Tabula Sapiens,cell_type,acinar cell of salivary gland,acinar cell of salivary gland,ADORA1,12237,2.8111465228405654,0.010145069099962711,0.028375581752521282,22
Tabula Sapiens,cell_type,spermatocyte,spermatocyte,ADORA1,3070,2.0846905537459284,0.01345958560705185,0.027871916714089544,23
Tabula Sapiens,cell_type,stromal cell,stromal cell,ADORA1,3458,2.2556390977443606,0.01243246253579855,0.02787025738064982,24
Tabula Sapiens,cell_type,fibroblast of breast,fibroblast of breast,ADORA1,5270,1.840607210626186,0.014217903837561607,0.025985282853984427,25
Tabula Sapiens,cell_type,myeloid leukocyte,myeloid leukocyte,ADORA1,1002,1.6966067864271457,0.01495288498699665,0.025181364833719008,26
Tabula Sapiens,cell_type,microglial cell,microglial cell,ADORA1,410,2.682926829268293,0.009140118025243282,0.02441087789187119,27
Tabula Sapiens,cell_type,macrophage,macrophage,ADORA1,69072,2.2657516794069954,0.010281647555530071,0.02317671593277873,28
Tabula Sapiens,cell_type,leukocyte,leukocyte,ADORA1,201,2.4875621890547266,0.008941839449107647,0.022144522226872798,29
Tabula Sapiens,cell_type,melanocyte,melanocyte,ADORA1,234,2.1367521367521367,0.009571663103997707,0.020355010603454553,30
Tabula Sapiens,cell_type,alveolar adventitial fibroblast,alveolar adventitial fibroblast,ADORA1,1113,1.6172506738544474,0.012275672517716885,0.019731974302581348,31
Tabula Sapiens,cell_type,tongue muscle cell,tongue muscle cell,ADORA1,202,1.4851485148514851,0.013228287920355797,0.019517165554641083,32
Tabula Sapiens,cell_type,kidney epithelial cell,kidney epithelial cell,ADORA1,9278,1.5843931881871092,0.010870232246816158,0.0171297873062763,33
Tabula Sapiens,cell_type,myofibroblast cell,myofibroblast cell,ADORA1,4436,1.6005410279531107,0.010155729949474335,0.01617267807867262,34
Tabula Sapiens,cell_type,tissue-resident macrophage,tissue-resident macrophage,ADORA1,1355,1.4022140221402213,0.008416742086410522,0.011752683213672233,35
Tabula Sapiens,cell_type,type B pancreatic cell,type b pancreatic cell,ADORA1,102,1.9607843137254901,0.005393903702497482,0.010547860203225783,36
Tabula Sapiens,cell_type,keratocyte,keratocyte,ADORA1,1001,1.1988011988011988,0.007843961007893085,0.009366661832873093,37
Tabula Sapiens,cell_type,progenitor cell of mammary luminal epithelium,progenitor cell of mammary luminal epithelium,ADORA1,1694,1.1216056670602124,0.008316186256706715,0.009288910790566773,38
